iter	Logloss
392	0.2687455009
393	0.2687077892
394	0.2686631652
395	0.2686281417
396	0.2685804219
397	0.2685421311
398	0.2681343666
399	0.2680773745
400	0.2680491081
401	0.2680074792
402	0.2679747569
403	0.2679528745
404	0.2678821314
405	0.2678284056
406	0.2677664509
407	0.2677293474
408	0.2676552628
409	0.267611605
410	0.2675739162
411	0.2674120675
412	0.2673542666
413	0.2671785552
414	0.2671353766
415	0.2670969439
416	0.2670599778
417	0.2670203205
418	0.2669359399
419	0.2668874104
420	0.2668277355
421	0.2667759647
422	0.2667243892
423	0.2666879184
424	0.2666496174
425	0.2665328035
426	0.2664979138
427	0.2664560904
428	0.2664089891
429	0.2663783919
430	0.2663450898
431	0.2662787433
432	0.2662314415
433	0.2662058777
434	0.2661514206
435	0.2661170951
436	0.2660887029
437	0.266061483
438	0.2660278975
439	0.2658501792
440	0.2658122182
441	0.2657696976
442	0.2657318248
443	0.2656971153
444	0.2656648598
445	0.2656286046
446	0.2655809594
447	0.2655537812
448	0.2653832685
449	0.2653382793
450	0.2652885254
451	0.2652496689
452	0.2652153793
453	0.265176813
454	0.2651251287
455	0.2650883612
456	0.2650517778
457	0.2650136143
458	0.2649766668
459	0.26493339
460	0.2649049662
461	0.2648684952
462	0.2648379019
463	0.2648135321
464	0.2647770446
465	0.2647263733
466	0.2646844971
467	0.2646577788
468	0.2646179089
469	0.2645844716
470	0.2645380099
471	0.2644914366
472	0.2644587452
473	0.264408411
474	0.2643801309
475	0.264332602
476	0.264283691
477	0.2642411716
478	0.2641916597
479	0.2641025885
480	0.2640564395
481	0.2640271261
482	0.2639850128
483	0.2639428766
484	0.2639085046
485	0.2638587609
486	0.2638130054
487	0.2637588618
488	0.263715138
489	0.2636730579
490	0.26360916
491	0.2635800982
492	0.2635389287
493	0.2634986346
494	0.2634605955
495	0.2634174652
496	0.2633726275
497	0.263326424
498	0.2632821786
499	0.2632348256
500	0.263193252
501	0.2631401535
502	0.2630935391
503	0.2630446757
504	0.2629962831
505	0.2629532955
506	0.2628943279
507	0.2628521838
508	0.2627944638
509	0.262749877
510	0.2627003828
511	0.262649319
512	0.2625990753
513	0.2625467061
514	0.2624983316
515	0.2624500231
516	0.2624025487
517	0.2623500571
518	0.2623097361
519	0.2622606287
520	0.2622121063
521	0.2621581563
522	0.262107773
523	0.2620566812
524	0.2620064145
525	0.2619472259
526	0.2619029241
527	0.2618559943
528	0.2618108275
529	0.2617609583
530	0.2617147193
531	0.2616729533
532	0.2616180591
533	0.261566549
534	0.2615228493
535	0.2614676444
536	0.2614192629
537	0.2613727613
538	0.2613224981
539	0.261273153
540	0.2612223736
541	0.2611472648
542	0.2610954226
543	0.2610463976
544	0.2610021293
545	0.2609550634
546	0.2609135207
547	0.2608636837
548	0.2608187842
549	0.2607701655
550	0.2607216008
551	0.2606733284
552	0.2606247606
553	0.2605772797
554	0.2605285743
555	0.2604837865
556	0.2604024132
557	0.260352917
558	0.2603056511
559	0.2602592153
560	0.2602121591
561	0.2601626499
562	0.2601146395
563	0.2600664107
564	0.2600176615
565	0.2599716472
566	0.2599258903
567	0.2598803306
568	0.2598293568
569	0.2597806397
570	0.2597334247
571	0.2596484606
572	0.2596007983
573	0.2595532865
574	0.259505988
575	0.2594304174
576	0.2593832255
577	0.2593392368
578	0.2592944713
579	0.2592484739
580	0.2592018875
581	0.2591560469
582	0.2591093919
583	0.2590642509
584	0.2590173185
585	0.2589729055
586	0.2589297475
587	0.2588847581
588	0.2588392619
589	0.2587943804
590	0.2587487463
591	0.2587060614
592	0.2586615991
593	0.2586185352
594	0.2585733329
595	0.2585286147
596	0.2584845073
597	0.2583879052
598	0.2583432774
599	0.2582981085
600	0.2582553648
601	0.2582118199
602	0.2581684111
603	0.2581261294
604	0.2580831455
605	0.2580395283
606	0.2579958285
607	0.2579527633
608	0.2579088098
609	0.25786611
610	0.2578222832
611	0.25778148
612	0.2577388172
613	0.2576960753
614	0.2575961398
615	0.2575525802
616	0.2575099405
617	0.257467086
618	0.2574249104
619	0.2573823899
620	0.2573398851
621	0.2572976472
622	0.2572544927
623	0.257189104
624	0.2571470947
625	0.2571062325
626	0.2570644748
627	0.2570225317
628	0.2569806382
629	0.2569389313
630	0.2568969664
631	0.2568555363
632	0.2568136799
633	0.256771646
634	0.256711022
635	0.2566698496
636	0.2566285614
637	0.2565105941
638	0.2564699218
639	0.2564290892
640	0.2563875075
641	0.2563467138
642	0.2563060223
643	0.2562665341
644	0.2562254074
645	0.2561850989
646	0.256144489
647	0.2561035774
648	0.2560631815
649	0.2560232364
650	0.2559828533
651	0.2559427852
652	0.2559027687
653	0.2558629648
654	0.2558230423
655	0.2557828549
656	0.2557431625
657	0.2557024947
658	0.2556624217
659	0.2556052189
660	0.2555650935
661	0.2555255031
662	0.2554858334
663	0.2554456183
664	0.2554062688
665	0.2553670813
666	0.2553276736
667	0.2552884614
668	0.2552495608
669	0.2552102528
670	0.2551714339
671	0.255132497
672	0.255093282
673	0.2550079498
674	0.2549693982
675	0.2549310117
676	0.2548923757
677	0.2548538068
678	0.2548153452
679	0.2547760064
680	0.254737333
681	0.2546991528
682	0.2546614126
683	0.2546228087
684	0.2545848098
685	0.2545464876
686	0.2545082113
687	0.2544698075
688	0.2544313765
689	0.25439332
690	0.2543552419
691	0.2543173715
692	0.2542586169
693	0.2542208629
694	0.254183001
695	0.254145075
696	0.2541073113
697	0.2540695535
698	0.254032171
699	0.2539946063
700	0.2539572246
701	0.2539196475
702	0.2538821558
703	0.2538447831
704	0.2536181586
705	0.2535810566
706	0.2535438288
707	0.2534388523
708	0.2534018098
709	0.2533643488
710	0.253306928
711	0.2532698881
712	0.2532329112
713	0.2531959234
714	0.2531588007
715	0.2531214855
716	0.2530846964
717	0.2530479523
718	0.2530112359
719	0.2529746402
720	0.252937601
721	0.252900863
722	0.2528642202
723	0.25282778
724	0.252791104
725	0.2525769657
726	0.2525406906
727	0.2525043033
728	0.2524680989
729	0.2524316319
730	0.252395387
731	0.2523591048
732	0.2523229731
733	0.2522871152
734	0.2520319827
735	0.2519732817
736	0.2519372965
737	0.2519013313
738	0.2518652831
739	0.2518292912
740	0.2517933642
741	0.2517573674
742	0.251721097
743	0.2516852367
744	0.2516496949
745	0.2516141204
746	0.2515785958
747	0.2515432529
748	0.2515076554
749	0.2514529107
750	0.2514175645
751	0.2513818361
752	0.2513463531
753	0.2512893939
754	0.2512541398
755	0.2512187029
756	0.251182506
757	0.2511473529
758	0.2510903647
759	0.2510552442
760	0.2510201624
761	0.2509851754
762	0.2508826369
763	0.2508478354
764	0.2508121653
765	0.2507771304
766	0.2507419539
767	0.2507068937
768	0.2506722239
769	0.2506376211
770	0.2506028187
771	0.2505681142
772	0.2505335498
773	0.2504984757
774	0.2504639851
775	0.2504291642
776	0.2501320403
777	0.2500975085
778	0.2500630875
779	0.2500285475
780	0.2499942591
781	0.2499599532
782	0.2499252447
783	0.2498901976
784	0.2498560243
785	0.2498218143
786	0.2497875773
787	0.2497532982
788	0.2497193108
789	0.2496637518
790	0.2496296057
791	0.249575224
792	0.2495412722
793	0.2495074392
794	0.2494735606
795	0.2494395355
796	0.2494054074
797	0.2493714908
798	0.2493375415
799	0.2493037509
800	0.2492700342
801	0.2492363818
802	0.2492027813
803	0.2491053259
804	0.2490716169
805	0.2490379657
806	0.2490044669
807	0.248970886
808	0.2489372476
809	0.2489039015
810	0.2488704184
811	0.2488372046
812	0.248803547
813	0.2487700617
814	0.2487365975
815	0.248703323
816	0.2486702718
817	0.2485767778
818	0.2485433324
819	0.2485099878
820	0.2484766076
821	0.2484432007
822	0.2484099774
823	0.2483769815
824	0.2483441062
825	0.2483112378
826	0.2482782305
827	0.2480348985
828	0.2480020366
829	0.2479692836
830	0.2479365653
831	0.247903544
832	0.2478706524
833	0.2478378142
834	0.2478048544
835	0.2477531354
836	0.2477204407
837	0.2476879164
838	0.2476554303
839	0.2476227274
840	0.2475900681
841	0.2475577791
842	0.2475255387
843	0.247493188
844	0.247460764
845	0.2474284664
846	0.2473959093
847	0.2473626652
848	0.2473303445
849	0.2472980507
850	0.2472659352
851	0.2472337748
852	0.2472012533
853	0.2471692361
854	0.2471371308
855	0.2471045224
856	0.2470516126
857	0.2470193388
858	0.2469873263
859	0.2469549957
860	0.2469224757
861	0.2466178368
862	0.2465859282
863	0.2465540896
864	0.2464660831
865	0.2464334115
866	0.2464011513
867	0.246369358
868	0.2463371863
869	0.2463055051
870	0.2462738488
871	0.2462420722
872	0.2461909644
873	0.2461593492
874	0.2461278204
875	0.2460960305
876	0.2460642632
877	0.2460327279
878	0.2460010787
879	0.2459691935
880	0.2459373244
881	0.245905739
882	0.2458742683
883	0.2458430277
884	0.2458116171
885	0.2457803633
886	0.2457486269
887	0.2457168745
888	0.2456857195
889	0.2456546563
890	0.2456235245
891	0.245425231
892	0.245393628
893	0.245362469
894	0.2453313483
895	0.2453002643
896	0.2452485628
897	0.2452171585
898	0.2451861327
899	0.2451549838
900	0.2451234609
901	0.245092371
902	0.2450613736
903	0.2450305126
904	0.2449995718
905	0.2449687793
906	0.2449378921
907	0.2449069216
908	0.2448493495
909	0.2448185901
910	0.24478788
911	0.2447571905
912	0.2447263666
913	0.2446957017
914	0.2446646203
915	0.2446337383
916	0.2446031449
917	0.2445725063
918	0.2445419405
919	0.2443177596
920	0.2442870001
921	0.244187875
922	0.2441569587
923	0.2441264943
924	0.2440960104
925	0.244065515
926	0.2440349299
927	0.2440044305
928	0.2439740488
929	0.2439434801
930	0.2439130255
931	0.2438827433
932	0.2438524858
933	0.2438222511
934	0.2437919836
935	0.243761816
936	0.2437317216
937	0.243701601
938	0.2436715009
939	0.2436414274
940	0.2436113165
941	0.2435809998
942	0.2435506748
943	0.2435203187
944	0.2434899118
945	0.2434595216
946	0.2434295989
947	0.2433995009
948	0.2433696044
949	0.2433396912
950	0.2433098364
951	0.2432797642
952	0.2432498656
953	0.2432197842
954	0.2431898052
955	0.2431421985
956	0.2431124966
957	0.2430825876
958	0.2430529416
959	0.2430233241
960	0.2429936642
961	0.242964029
962	0.2428785611
963	0.2428489918
964	0.2428193283
965	0.242789794
966	0.24276007
967	0.2427306524
968	0.2427010961
969	0.2426529944
970	0.2426236161
971	0.242570353
972	0.2425404466
973	0.2425111078
974	0.242481382
975	0.2424519857
976	0.2421578309
977	0.242127998
978	0.2420986085
979	0.2420690991
980	0.2420398292
981	0.2420101457
982	0.241980898
983	0.241951733
984	0.2419226046
985	0.2418934958
986	0.2418643032
987	0.2416480917
988	0.2416187022
989	0.2415895074
990	0.2415599892
991	0.2415306811
992	0.2415015619
993	0.2414725064
994	0.2414433952
995	0.2414144419
996	0.2413854681
997	0.241355995
998	0.2413270005
999	0.2412981244

998	0.2430516476
999	0.2430223637
